value,id
PN2-Saptari-Bishnupura_RM-Ward_6,250
PN2-Saptari-Bishnupura_RM-Ward_7,250
PN2-Parsa-Birgunu_S_MCP-Ward_1,1000
PN2-Parsa-Birgunu_S_MCP-Ward_2,1000
PN2-Parsa-Birgunu_S_MCP-Ward_3,1000
PN2-Parsa-Birgunu_S_MCP-Ward_4,1000
PN2-Parsa-Birgunu_S_MCP-Ward_5,250
PN2-Parsa-Birgunu_S_MCP-Ward_6,1000
PN2-Parsa-Birgunu_S_MCP-Ward_7,500
PN2-Parsa-Birgunu_S_MCP-Ward_8,1000
PN2-Parsa-Birgunu_S_MCP-Ward_9,500
PN2-Parsa-Birgunu_S_MCP-Ward_10,5000
PN2-Parsa-Birgunu_S_MCP-Ward_11,500
PN2-Parsa-Birgunu_S_MCP-Ward_12,2000
PN2-Parsa-Birgunu_S_MCP-Ward_13,250
PN2-Parsa-Birgunu_S_MCP-Ward_14,5000
PN2-Parsa-Birgunu_S_MCP-Ward_15,250
PN2-Parsa-Birgunu_S_MCP-Ward_16,2000
PN2-Parsa-Birgunu_S_MCP-Ward_17,1000
PN2-Parsa-Birgunu_S_MCP-Ward_18,5000
PN2-Parsa-Birgunu_S_MCP-Ward_19,5000
PN2-Parsa-Birgunu_S_MCP-Ward_20,250
PN2-Parsa-Birgunu_S_MCP-Ward_21,500
PN2-Parsa-Birgunu_S_MCP-Ward_22,2000
PN2-Parsa-Birgunu_S_MCP-Ward_23,500
PN2-Parsa-Birgunu_S_MCP-Ward_24,2000
PN2-Parsa-Birgunu_S_MCP-Ward_25,5000
PN2-Parsa-Birgunu_S_MCP-Ward_26,500
PN2-Parsa-Birgunu_S_MCP-Ward_27,2000
PN2-Parsa-Pokhariya_MCP-Ward_1,500
PN2-Parsa-Pokhariya_MCP-Ward_2,1000
PN2-Parsa-Pokhariya_MCP-Ward_3,500
PN2-Parsa-Pokhariya_MCP-Ward_4,500
PN2-Parsa-Pokhariya_MCP-Ward_5,5000
PN2-Parsa-Pokhariya_MCP-Ward_6,5000
PN2-Parsa-Pokhariya_MCP-Ward_7,2000
PN2-Parsa-Pokhariya_MCP-Ward_8,500
PN2-Parsa-Pokhariya_MCP-Ward_9,1000
PN2-Parsa-Pokhariya_MCP-Ward_10,1000
PN2-Parsa-Pokhariya_MCP-Ward_11,500
PN2-Parsa-Subarnapur_RM-Ward_1,250
PN2-Parsa-Subarnapur_RM-Ward_2,1000
PN2-Parsa-Subarnapur_RM-Ward_3,1000
PN2-Parsa-Subarnapur_RM-Ward_4,250
PN2-Parsa-Subarnapur_RM-Ward_5,5000
PN2-Parsa-Subarnapur_RM-Ward_6,250
PN2-Parsa-Subarnapur_RM-Ward_7,5000
PN2-Parsa-Jagarnathapur_RM-Ward_1,2000
PN2-Parsa-Jagarnathapur_RM-Ward_2,250
PN2-Parsa-Jagarnathapur_RM-Ward_3,5000
PN2-Parsa-Jagarnathapur_RM-Ward_4,1000
PN2-Parsa-Jagarnathapur_RM-Ward_5,1000
PN2-Parsa-Jagarnathapur_RM-Ward_6,1000
PN2-Parsa-Dhobini_RM-Ward_1,2000
PN2-Parsa-Dhobini_RM-Ward_2,5000
PN2-Parsa-Dhobini_RM-Ward_3,250
PN2-Parsa-Dhobini_RM-Ward_4,500
PN2-Parsa-Dhobini_RM-Ward_5,5000
PN2-Parsa-Chhipahar_Mai_RM-Ward_1,500
PN2-Parsa-Chhipahar_Mai_RM-Ward_2,250
PN2-Parsa-Chhipahar_Mai_RM-Ward_3,5000
PN2-Parsa-Chhipahar_Mai_RM-Ward_4,1000
PN2-Parsa-Chhipahar_Mai_RM-Ward_5,250
PN2-Parsa-Pakaha_Mainpur_RM-Ward_1,1000
PN2-Parsa-Pakaha_Mainpur_RM-Ward_2,250
PN2-Parsa-Pakaha_Mainpur_RM-Ward_3,2000
PN2-Parsa-Pakaha_Mainpur_RM-Ward_4,1000
PN2-Parsa-Pakaha_Mainpur_RM-Ward_5,2000
PN2-Parsa-Bindabasini_RM-Ward_1,250
PN2-Parsa-Bindabasini_RM-Ward_2,5000
PN2-Parsa-Bindabasini_RM-Ward_3,1000
PN2-Parsa-Bindabasini_RM-Ward_4,250
PN2-Parsa-Bindabasini_RM-Ward_5,250
PN2-Parsa-Bahudar_Mai_RM-Ward_1,500
PN2-Parsa-Bahudar_Mai_RM-Ward_2,2000
PN2-Parsa-Bahudar_Mai_RM-Ward_3,500
PN2-Parsa-Bahudar_Mai_RM-Ward_4,500
PN2-Parsa-Bahudar_Mai_RM-Ward_5,2000
PN2-Parsa-Bahudar_Mai_RM-Ward_6,1000
PN2-Parsa-Bahudar_Mai_RM-Ward_7,5000
PN2-Parsa-Bahudar_Mai_RM-Ward_8,250
PN2-Parsa-Belawa_RM-Ward_1,250
PN2-Parsa-Belawa_RM-Ward_2,2000
PN2-Parsa-Belawa_RM-Ward_3,500
PN2-Parsa-Belawa_RM-Ward_4,250
PN2-Parsa-Belawa_RM-Ward_5,250
PN2-Parsa-Belawa_RM-Ward_6,1000
PN2-Parsa-Belawa_RM-Ward_7,500
PN2-Parsa-Parsa_Gadhi_RM-Ward_1,2000
PN2-Parsa-Parsa_Gadhi_RM-Ward_2,500
PN2-Parsa-Parsa_Gadhi_RM-Ward_3,250
PN2-Parsa-Parsa_Gadhi_RM-Ward_4,5000
PN2-Parsa-Parsa_Gadhi_RM-Ward_5,1000
PN2-Parsa-Parsa_Gadhi_RM-Ward_6,5000
PN2-Parsa-Sakhuwa_Prasouni_RM-Ward_1,1000
PN2-Parsa-Sakhuwa_Prasouni_RM-Ward_2,1000
PN2-Parsa-Sakhuwa_Prasouni_RM-Ward_3,500
PN2-Parsa-Sakhuwa_Prasouni_RM-Ward_4,5000
PN2-Parsa-Sakhuwa_Prasouni_RM-Ward_5,250
PN2-Parsa-Sakhuwa_Prasouni_RM-Ward_6,1000
PN2-Parsa-Paterwa_Sugauli_RM-Ward_1,5000
PN2-Parsa-Paterwa_Sugauli_RM-Ward_2,1000
PN2-Parsa-Paterwa_Sugauli_RM-Ward_3,5000
PN2-Parsa-Paterwa_Sugauli_RM-Ward_4,500
PN2-Parsa-Paterwa_Sugauli_RM-Ward_5,250
PN2-Parsa-Paterwa_Sugauli_RM-Ward_6,2000
PN2-Parsa-Paterwa_Sugauli_RM-Ward_7,500
PN2-Bara-Kalaiya_S-MCP-Ward_1,5000
PN2-Bara-Kalaiya_S-MCP-Ward_2,1000
PN2-Bara-Kalaiya_S-MCP-Ward_3,500
PN2-Bara-Kalaiya_S-MCP-Ward_4,1000
PN2-Bara-Kalaiya_S-MCP-Ward_5,5000
PN2-Bara-Kalaiya_S-MCP-Ward_6,2000
PN2-Bara-Kalaiya_S-MCP-Ward_7,1000
PN2-Bara-Kalaiya_S-MCP-Ward_8,250
PN2-Bara-Kalaiya_S-MCP-Ward_9,1000
PN2-Bara-Kalaiya_S-MCP-Ward_10,5000
PN2-Bara-Kalaiya_S-MCP-Ward_11,250
PN2-Bara-Kalaiya_S-MCP-Ward_12,250
PN2-Bara-Kalaiya_S-MCP-Ward_13,250
PN2-Bara-Kalaiya_S-MCP-Ward_14,1000
PN2-Bara-Kalaiya_S-MCP-Ward_15,250
PN2-Bara-Kalaiya_S-MCP-Ward_16,1000
PN2-Bara-Kalaiya_S-MCP-Ward_17,2000
PN2-Bara-Kalaiya_S-MCP-Ward_18,250
PN2-Bara-Kalaiya_S-MCP-Ward_19,500
PN2-Bara-Kalaiya_S-MCP-Ward_20,250
PN2-Bara-Kalaiya_S-MCP-Ward_21,250
PN2-Bara-Kalaiya_S-MCP-Ward_22,1000
PN2-Bara-Kalaiya_S-MCP-Ward_23,500
PN2-Bara-Kalaiya_S-MCP-Ward_24,2000
PN2-Bara-Kalaiya_S-MCP-Ward_25,5000
PN2-Bara-Kalaiya_S-MCP-Ward_26,250
PN2-Bara-Kalaiya_S-MCP-Ward_27,500
PN2-Bara-Jitpur_Simara_S-MCP-Ward_1,500
PN2-Bara-Jitpur_Simara_S-MCP-Ward_2,5000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_3,250
PN2-Bara-Jitpur_Simara_S-MCP-Ward_4,1000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_5,250
PN2-Bara-Jitpur_Simara_S-MCP-Ward_6,500
PN2-Bara-Jitpur_Simara_S-MCP-Ward_7,250
PN2-Bara-Jitpur_Simara_S-MCP-Ward_8,1000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_9,1000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_10,500
PN2-Bara-Jitpur_Simara_S-MCP-Ward_11,5000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_12,250
PN2-Bara-Jitpur_Simara_S-MCP-Ward_13,1000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_14,250
PN2-Bara-Jitpur_Simara_S-MCP-Ward_15,2000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_16,500
PN2-Bara-Jitpur_Simara_S-MCP-Ward_17,5000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_18,5000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_19,5000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_20,5000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_21,2000
PN2-Bara-Jitpur_Simara_S-MCP-Ward_22,500
PN2-Bara-Jitpur_Simara_S-MCP-Ward_23,250
PN2-Bara-Kolhabi_MCP-Ward_1,500
PN2-Bara-Kolhabi_MCP-Ward_2,5000
PN2-Bara-Kolhabi_MCP-Ward_3,500
PN2-Bara-Kolhabi_MCP-Ward_4,2000
PN2-Bara-Kolhabi_MCP-Ward_5,250
PN2-Bara-Kolhabi_MCP-Ward_6,5000
PN2-Bara-Kolhabi_MCP-Ward_7,250
PN2-Bara-Kolhabi_MCP-Ward_8,5000
PN2-Bara-Kolhabi_MCP-Ward_9,250
PN2-Bara-Kolhabi_MCP-Ward_10,250
PN2-Bara-Kolhabi_MCP-Ward_11,500
PN2-Bara-Nijgadh_MCP-Ward_1,5000
PN2-Bara-Nijgadh_MCP-Ward_2,5000
PN2-Bara-Nijgadh_MCP-Ward_3,2000
PN2-Bara-Nijgadh_MCP-Ward_4,1000
PN2-Bara-Nijgadh_MCP-Ward_5,5000
PN2-Bara-Nijgadh_MCP-Ward_6,500
PN2-Bara-Nijgadh_MCP-Ward_7,5000
PN2-Bara-Nijgadh_MCP-Ward_8,500
PN2-Bara-Nijgadh_MCP-Ward_9,250
PN2-Bara-Nijgadh_MCP-Ward_10,500
PN2-Bara-Nijgadh_MCP-Ward_11,1000
PN2-Bara-Nijgadh_MCP-Ward_12,5000
PN2-Bara-Nijgadh_MCP-Ward_13,250
PN2-Bara-Maha_Gahdimai_MCP-Ward_1,1000
PN2-Bara-Maha_Gahdimai_MCP-Ward_2,2000
PN2-Bara-Maha_Gahdimai_MCP-Ward_3,1000
PN2-Bara-Maha_Gahdimai_MCP-Ward_4,5000
PN2-Bara-Maha_Gahdimai_MCP-Ward_5,2000
PN2-Bara-Maha_Gahdimai_MCP-Ward_6,250
PN2-Bara-Maha_Gahdimai_MCP-Ward_7,250
PN2-Bara-Maha_Gahdimai_MCP-Ward_8,2000
PN2-Bara-Maha_Gahdimai_MCP-Ward_9,1000
PN2-Bara-Maha_Gahdimai_MCP-Ward_10,1000
PN2-Bara-Maha_Gahdimai_MCP-Ward_11,500
PN2-Bara-Simraun_Gadh_MCP-Ward_1,1000
PN2-Bara-Simraun_Gadh_MCP-Ward_2,5000
PN2-Bara-Simraun_Gadh_MCP-Ward_3,500
PN2-Bara-Simraun_Gadh_MCP-Ward_4,1000
PN2-Bara-Simraun_Gadh_MCP-Ward_5,5000
PN2-Bara-Simraun_Gadh_MCP-Ward_6,5000
PN2-Bara-Simraun_Gadh_MCP-Ward_7,500
PN2-Bara-Simraun_Gadh_MCP-Ward_8,250
PN2-Bara-Simraun_Gadh_MCP-Ward_9,5000
PN2-Bara-Simraun_Gadh_MCP-Ward_10,1000
PN2-Bara-Simraun_Gadh_MCP-Ward_11,250
PN2-Bara-Adarsha_Kotwal_RM-Ward_1,250
PN2-Bara-Adarsha_Kotwal_RM-Ward_2,250
PN2-Bara-Adarsha_Kotwal_RM-Ward_3,1000
PN2-Bara-Adarsha_Kotwal_RM-Ward_4,5000
PN2-Bara-Adarsha_Kotwal_RM-Ward_5,5000
PN2-Bara-Adarsha_Kotwal_RM-Ward_6,5000
PN2-Bara-Adarsha_Kotwal_RM-Ward_7,500
PN2-Bara-Adarsha_Kotwal_RM-Ward_8,5000
PN2-Bara-Karaiya_Mai_RM-Ward_1,1000
PN2-Bara-Karaiya_Mai_RM-Ward_2,250
PN2-Bara-Karaiya_Mai_RM-Ward_3,5000
PN2-Bara-Karaiya_Mai_RM-Ward_4,2000
PN2-Bara-Karaiya_Mai_RM-Ward_5,5000
PN2-Bara-Karaiya_Mai_RM-Ward_6,500
PN2-Bara-Karaiya_Mai_RM-Ward_7,2000
PN2-Bara-Karaiya_Mai_RM-Ward_8,250
PN2-Bara-Devtaal_RM-Ward_1,2000
PN2-Bara-Devtaal_RM-Ward_2,500
PN2-Bara-Devtaal_RM-Ward_3,1000
PN2-Bara-Devtaal_RM-Ward_4,1000
PN2-Bara-Devtaal_RM-Ward_5,1000
PN2-Bara-Devtaal_RM-Ward_6,5000
PN2-Bara-Devtaal_RM-Ward_7,1000
PN2-Bara-PachaRouta_RM-Ward_1,500
PN2-Bara-PachaRouta_RM-Ward_2,1000
PN2-Bara-PachaRouta_RM-Ward_3,2000
PN2-Bara-PachaRouta_RM-Ward_4,5000
PN2-Bara-PachaRouta_RM-Ward_5,2000
PN2-Bara-PachaRouta_RM-Ward_6,2000
PN2-Bara-PachaRouta_RM-Ward_7,5000
PN2-Bara-PachaRouta_RM-Ward_8,1000
PN2-Bara-PachaRouta_RM-Ward_9,250
PN2-Bara-Parawanipur_RM-Ward_1,1000
PN2-Bara-Parawanipur_RM-Ward_2,1000
PN2-Bara-Parawanipur_RM-Ward_3,250
PN2-Bara-Parawanipur_RM-Ward_4,2000
PN2-Bara-Parawanipur_RM-Ward_5,1000
PN2-Bara-Parawanipur_RM-Ward_6,2000
PN2-Bara-Parawanipur_RM-Ward_7,1000
PN2-Bara-Parawanipur_RM-Ward_8,500
PN2-Bara-Parawanipur_RM-Ward_9,2000
PN2-Bara-Prasouni_RM-Ward_1,2000
PN2-Bara-Prasouni_RM-Ward_2,2000
PN2-Bara-Prasouni_RM-Ward_3,5000
PN2-Bara-Prasouni_RM-Ward_4,5000
PN2-Bara-Prasouni_RM-Ward_5,5000
PN2-Bara-Prasouni_RM-Ward_6,5000
PN2-Bara-Prasouni_RM-Ward_7,5000
PN2-Bara-Pheta_RM-Ward_1,5000
PN2-Bara-Pheta_RM-Ward_2,500
PN2-Bara-Pheta_RM-Ward_3,250
PN2-Bara-Pheta_RM-Ward_4,5000
PN2-Bara-Pheta_RM-Ward_5,250
PN2-Bara-Pheta_RM-Ward_6,1000
PN2-Bara-Pheta_RM-Ward_7,500
PN2-Bara-Pheta_RM-Ward_8,5000
PN2-Bara-Bara_Gadhi-Ward_1,500
PN2-Bara-Bara_Gadhi-Ward_2,500
PN2-Bara-Bara_Gadhi-Ward_3,250
PN2-Bara-Bara_Gadhi-Ward_4,500
PN2-Bara-Bara_Gadhi-Ward_5,2000
PN2-Bara-Bara_Gadhi-Ward_6,2000
PN2-Bara-Subarna_RM-Ward_1,2000
PN2-Bara-Subarna_RM-Ward_2,250
PN2-Bara-Subarna_RM-Ward_3,2000
PN2-Bara-Subarna_RM-Ward_4,1000
PN2-Bara-Subarna_RM-Ward_5,1000
PN2-Bara-Subarna_RM-Ward_6,5000
PN2-Bara-Subarna_RM-Ward_7,500
PN2-Bara-Subarna_RM-Ward_8,500
PN2-Siraha-Lahan_MCP-Ward_1,5000
PN2-Siraha-Lahan_MCP-Ward_2,5000
PN2-Siraha-Lahan_MCP-Ward_3,500
PN2-Siraha-Lahan_MCP-Ward_4,500
PN2-Siraha-Lahan_MCP-Ward_5,5000
PN2-Siraha-Lahan_MCP-Ward_6,5000
PN2-Siraha-Lahan_MCP-Ward_7,5000
PN2-Siraha-Lahan_MCP-Ward_8,2000
PN2-Siraha-Lahan_MCP-Ward_9,1000
PN2-Siraha-Lahan_MCP-Ward_10,2000
PN2-Siraha-Lahan_MCP-Ward_11,250
PN2-Siraha-Lahan_MCP-Ward_12,2000
PN2-Siraha-Lahan_MCP-Ward_13,1000
PN2-Siraha-Lahan_MCP-Ward_14,5000
PN2-Siraha-Lahan_MCP-Ward_15,250
PN2-Siraha-Lahan_MCP-Ward_16,5000
PN2-Siraha-Lahan_MCP-Ward_17,250
PN2-Siraha-Lahan_MCP-Ward_18,2000
PN2-Siraha-Lahan_MCP-Ward_19,5000
PN2-Siraha-Lahan_MCP-Ward_20,2000
PN2-Siraha-Lahan_MCP-Ward_21,5000
PN2-Siraha-Lahan_MCP-Ward_22,2000
PN2-Siraha-Lahan_MCP-Ward_23,1000
PN2-Siraha-Lahan_MCP-Ward_24,5000
PN2-Siraha-DhangadhiMai_MCP-Ward_1,1000
PN2-Siraha-DhangadhiMai_MCP-Ward_2,1000
PN2-Siraha-DhangadhiMai_MCP-Ward_3,250
PN2-Siraha-DhangadhiMai_MCP-Ward_4,2000
PN2-Siraha-DhangadhiMai_MCP-Ward_5,2000
PN2-Siraha-DhangadhiMai_MCP-Ward_6,5000
PN2-Siraha-DhangadhiMai_MCP-Ward_7,250
PN2-Siraha-DhangadhiMai_MCP-Ward_8,1000
PN2-Siraha-DhangadhiMai_MCP-Ward_9,1000
PN2-Siraha-DhangadhiMai_MCP-Ward_10,1000
PN2-Siraha-DhangadhiMai_MCP-Ward_11,1000
PN2-Siraha-DhangadhiMai_MCP-Ward_12,500
PN2-Siraha-DhangadhiMai_MCP-Ward_13,500
PN2-Siraha-DhangadhiMai_MCP-Ward_14,250
PN2-Siraha-Siraha_MCP-Ward_1,2000
PN2-Siraha-Siraha_MCP-Ward_2,500
PN2-Siraha-Siraha_MCP-Ward_3,2000
PN2-Siraha-Siraha_MCP-Ward_4,1000
PN2-Siraha-Siraha_MCP-Ward_5,1000
PN2-Siraha-Siraha_MCP-Ward_6,2000
PN2-Siraha-Siraha_MCP-Ward_7,5000
PN2-Siraha-Siraha_MCP-Ward_8,5000
PN2-Siraha-Siraha_MCP-Ward_9,500
PN2-Siraha-Siraha_MCP-Ward_10,5000
PN2-Siraha-Siraha_MCP-Ward_11,5000
PN2-Siraha-Siraha_MCP-Ward_12,500
PN2-Siraha-Siraha_MCP-Ward_13,2000
PN2-Siraha-Siraha_MCP-Ward_14,5000
PN2-Siraha-Siraha_MCP-Ward_15,250
PN2-Siraha-Siraha_MCP-Ward_16,250
PN2-Siraha-Siraha_MCP-Ward_17,250
PN2-Siraha-Siraha_MCP-Ward_18,1000
PN2-Siraha-Siraha_MCP-Ward_19,1000
PN2-Siraha-Siraha_MCP-Ward_20,2000
PN2-Siraha-Siraha_MCP-Ward_21,5000
PN2-Siraha-Siraha_MCP-Ward_22,1000
PN2-Siraha-GolBazaar_MCP-Ward_1,2000
PN2-Siraha-GolBazaar_MCP-Ward_2,500
PN2-Siraha-GolBazaar_MCP-Ward_3,5000
PN2-Siraha-GolBazaar_MCP-Ward_4,1000
PN2-Siraha-GolBazaar_MCP-Ward_5,5000
PN2-Siraha-GolBazaar_MCP-Ward_6,1000
PN2-Siraha-GolBazaar_MCP-Ward_7,5000
PN2-Siraha-GolBazaar_MCP-Ward_8,250
PN2-Siraha-GolBazaar_MCP-Ward_9,500
PN2-Siraha-GolBazaar_MCP-Ward_10,5000
PN2-Siraha-GolBazaar_MCP-Ward_11,5000
PN2-Siraha-GolBazaar_MCP-Ward_12,2000
PN2-Siraha-GolBazaar_MCP-Ward_13,500
PN2-Siraha-Mirchaiya_MCP-Ward_1,2000
PN2-Siraha-Mirchaiya_MCP-Ward_2,1000
PN2-Siraha-Mirchaiya_MCP-Ward_3,2000
PN2-Siraha-Mirchaiya_MCP-Ward_4,1000
PN2-Siraha-Mirchaiya_MCP-Ward_5,250
PN2-Siraha-Mirchaiya_MCP-Ward_6,1000
PN2-Siraha-Mirchaiya_MCP-Ward_7,500
PN2-Siraha-Mirchaiya_MCP-Ward_8,1000
PN2-Siraha-Mirchaiya_MCP-Ward_9,2000
PN2-Siraha-Mirchaiya_MCP-Ward_10,2000
PN2-Siraha-Mirchaiya_MCP-Ward_11,5000
PN2-Siraha-Mirchaiya_MCP-Ward_12,5000
PN2-Siraha-Kalyanpur_MCP-Ward_1,250
PN2-Siraha-Kalyanpur_MCP-Ward_2,1000
PN2-Siraha-Kalyanpur_MCP-Ward_3,2000
PN2-Siraha-Kalyanpur_MCP-Ward_4,500
PN2-Siraha-Kalyanpur_MCP-Ward_5,1000
PN2-Siraha-Kalyanpur_MCP-Ward_6,250
PN2-Siraha-Kalyanpur_MCP-Ward_7,1000
PN2-Siraha-Kalyanpur_MCP-Ward_8,5000
PN2-Siraha-Kalyanpur_MCP-Ward_9,5000
PN2-Siraha-Kalyanpur_MCP-Ward_10,1000
PN2-Siraha-Kalyanpur_MCP-Ward_11,5000
PN2-Siraha-Kalyanpur_MCP-Ward_12,2000
PN2-Siraha-Bhagawanpur_RM-Ward_1,1000
PN2-Siraha-Bhagawanpur_RM-Ward_2,250
PN2-Siraha-Bhagawanpur_RM-Ward_3,500
PN2-Siraha-Bhagawanpur_RM-Ward_4,500
PN2-Siraha-Bhagawanpur_RM-Ward_5,500
PN2-Siraha-Aaurahi_RM-Ward_1,1000
PN2-Siraha-Aaurahi_RM-Ward_2,5000
PN2-Siraha-Aaurahi_RM-Ward_3,250
PN2-Siraha-Aaurahi_RM-Ward_4,2000
PN2-Siraha-Aaurahi_RM-Ward_5,1000
PN2-Siraha-Bishnupur_RM-Ward_1,1000
PN2-Siraha-Bishnupur_RM-Ward_2,5000
PN2-Siraha-Bishnupur_RM-Ward_3,2000
PN2-Siraha-Bishnupur_RM-Ward_4,2000
PN2-Siraha-Bishnupur_RM-Ward_5,1000
PN2-Siraha-Sukhipur_RM-Ward_1,1000
PN2-Siraha-Sukhipur_RM-Ward_2,1000
PN2-Siraha-Sukhipur_RM-Ward_3,250
PN2-Siraha-Sukhipur_RM-Ward_4,250
PN2-Siraha-Sukhipur_RM-Ward_5,250
PN2-Siraha-Sukhipur_RM-Ward_6,5000
PN2-Siraha-Sukhipur_RM-Ward_7,5000
PN2-Siraha-Sukhipur_RM-Ward_8,500
PN2-Siraha-Karjanha_RM-Ward_1,2000
PN2-Siraha-Karjanha_RM-Ward_2,500
PN2-Siraha-Karjanha_RM-Ward_3,250
PN2-Siraha-Karjanha_RM-Ward_4,1000
PN2-Siraha-Karjanha_RM-Ward_5,500
PN2-Siraha-Karjanha_RM-Ward_6,500
PN2-Siraha-Karjanha_RM-Ward_7,250
PN2-Siraha-Bariyarpatti_RM-Ward_1,2000
PN2-Siraha-Bariyarpatti_RM-Ward_2,250
PN2-Siraha-Bariyarpatti_RM-Ward_3,2000
PN2-Siraha-Bariyarpatti_RM-Ward_4,500
PN2-Siraha-Bariyarpatti_RM-Ward_5,2000
PN2-Siraha-Laxmipur_Patari_RM-Ward_1,5000
PN2-Siraha-Laxmipur_Patari_RM-Ward_2,1000
PN2-Siraha-Laxmipur_Patari_RM-Ward_3,2000
PN2-Siraha-Laxmipur_Patari_RM-Ward_4,500
PN2-Siraha-Laxmipur_Patari_RM-Ward_5,500
PN2-Siraha-Laxmipur_Patari_RM-Ward_6,500
PN2-Siraha-Naraha_RM-Ward_1,250
PN2-Siraha-Naraha_RM-Ward_2,500
PN2-Siraha-Naraha_RM-Ward_3,2000
PN2-Siraha-Naraha_RM-Ward_4,500
PN2-Siraha-Naraha_RM-Ward_5,5000
PN2-Siraha-Sakhuwanankarkatti_RM-Ward_1,5000
PN2-Siraha-Sakhuwanankarkatti_RM-Ward_2,500
PN2-Siraha-Sakhuwanankarkatti_RM-Ward_3,500
PN2-Siraha-Sakhuwanankarkatti_RM-Ward_4,2000
PN2-Siraha-Sakhuwanankarkatti_RM-Ward_5,250
PN2-Siraha-Arnama_RM-Ward_1,5000
PN2-Siraha-Arnama_RM-Ward_2,250
PN2-Siraha-Arnama_RM-Ward_3,2000
PN2-Siraha-Arnama_RM-Ward_4,1000
PN2-Siraha-Arnama_RM-Ward_5,250
PN2-Siraha-Nawarajpur_RM-Ward_1,1000
PN2-Siraha-Nawarajpur_RM-Ward_2,5000
PN2-Siraha-Nawarajpur_RM-Ward_3,1000
PN2-Siraha-Nawarajpur_RM-Ward_4,1000
PN2-Siraha-Nawarajpur_RM-Ward_5,500
PN2-Dhanusha-Janakpur_SMCP-Ward_1,1000
PN2-Dhanusha-Janakpur_SMCP-Ward_2,1000
PN2-Dhanusha-Janakpur_SMCP-Ward_3,500
PN2-Dhanusha-Janakpur_SMCP-Ward_4,2000
PN2-Dhanusha-Janakpur_SMCP-Ward_5,500
PN2-Dhanusha-Janakpur_SMCP-Ward_6,250
PN2-Dhanusha-Janakpur_SMCP-Ward_7,250
PN2-Dhanusha-Janakpur_SMCP-Ward_8,5000
PN2-Dhanusha-Janakpur_SMCP-Ward_9,500
PN2-Dhanusha-Janakpur_SMCP-Ward_10,5000
PN2-Dhanusha-Janakpur_SMCP-Ward_11,1000
PN2-Dhanusha-Janakpur_SMCP-Ward_12,250
PN2-Dhanusha-Janakpur_SMCP-Ward_13,2000
PN2-Dhanusha-Janakpur_SMCP-Ward_14,5000
PN2-Dhanusha-Janakpur_SMCP-Ward_15,500
PN2-Dhanusha-Janakpur_SMCP-Ward_16,2000
PN2-Dhanusha-Janakpur_SMCP-Ward_17,250
PN2-Dhanusha-Janakpur_SMCP-Ward_18,250
PN2-Dhanusha-Janakpur_SMCP-Ward_19,250
PN2-Dhanusha-Janakpur_SMCP-Ward_20,500
PN2-Dhanusha-Janakpur_SMCP-Ward_21,2000
PN2-Dhanusha-Janakpur_SMCP-Ward_22,2000
PN2-Dhanusha-Janakpur_SMCP-Ward_23,500
PN2-Dhanusha-Janakpur_SMCP-Ward_24,2000
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_1,2000
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_2,250
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_3,5000
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_4,500
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_5,5000
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_6,1000
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_7,1000
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_8,5000
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_9,5000
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_10,250
PN2-Dhanusha-Chhireshwarnath_MCP-Ward_11,500
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_1,250
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_2,500
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_3,2000
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_4,500
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_5,500
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_6,1000
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_7,250
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_8,5000
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_9,500
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_10,500
PN2-Dhanusha-Ganeshman_Charnath_MCP-Ward_11,500
PN2-Dhanusha-Dhanusadham_MCP-Ward_1,5000
PN2-Dhanusha-Dhanusadham_MCP-Ward_2,5000
